row_id,source_register,artifact_id,issue_type,severity,blocker_scope,recommended_action,can_code_comparison_proceed,must_fix_before_code_mutation,must_fix_before_runtime_mutation,must_fix_before_production,source_path_or_paths,source_row_evidence
TRIAGE-03592,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP_VALIDATION,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/code-guides/validation/cgp_validation.py,"if row.get(""cgp006_ready"") == ""YES"" and blocking not in {""0"", ""NONE"", """"}:"
TRIAGE-03593,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP_VALIDATION,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/code-guides/validation/cgp_validation.py,"result.add(""readiness_conflicts_with_blocking_findings"", ""CGP-006 readiness cannot be YES with blocking findings."", readiness_path, guide)"
TRIAGE-03594,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP005,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,P1,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,NO_UNLESS_SOURCE_EXCLUDED_OR_PINNED,YES,YES,YES,governance/implementation/code-guides/validation/tests/test_cgp005_source_freeze.py,"readiness_fields = [""guide_id"", ""readiness_disposition"", ""maturity_after_cgp005"", ""controlling_sources_complete"", ""checksums_verified"", ""approval_basis_identified"", ""supersession_treatment_complete"", ""exclusions_recorded"
TRIAGE-03595,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP005,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/code-guides/validation/tests/test_cgp005_source_freeze.py,"[{""guide_id"": ""ES-CG-00"", ""readiness_disposition"": ""CURATED_NORMATIVE_FREEZE_READY_FOR_FOUNDER_REVIEW"", ""maturity_after_cgp005"": ""PLANNED"", ""controlling_sources_complete"": ""YES"", ""checksums_verified"": ""YES"", ""approval_ba"
TRIAGE-03596,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP005,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/code-guides/validation/tests/test_cgp005_source_freeze.py,"[""baseline_id"", ""guide_id"", ""cgp004_component_id"", ""repository_path"", ""evidence_source_ids"", ""evidence_class"", ""baseline_commit"", ""git_object_sha"", ""git_object_type"", ""sha256_checksum"", ""checksum_verification_result"", ""a"
TRIAGE-03597,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP005,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/code-guides/validation/tests/test_cgp005_source_freeze.py,"[{""baseline_id"": ""CGP005-REPOBASE-0001"", ""guide_id"": ""ES-CG-00"", ""cgp004_component_id"": ""CODE_GUIDE_PROGRAM_EVIDENCE"", ""repository_path"": ""docs/source.md"", ""evidence_source_ids"": ""CGSRC-TEST-0001"", ""evidence_class"": ""REP"
TRIAGE-03598,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP005,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/code-guides/validation/tests/test_cgp005_source_freeze.py,"rows[0].update({""readiness_disposition"": ""BLOCKED_BY_SOURCE_CUSTODY"", ""maturity_after_cgp005"": ""PLANNED"", ""blocking_findings"": ""1"", ""cgp006_ready"": ""NO"", ""status"": ""BLOCKED""})"
TRIAGE-03599,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/code-guides/validation/validate_cgp006_document_classification.py,"result.add(""blocking_provenance_gap"", ""Classification gate cannot pass with blocking provenance gaps."", package_dir / ""CGP_006_PROVENANCE_GAP_REGISTER.csv"", row.get(""gap_record_id"", """"))"
TRIAGE-03600,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_initiation.py,"""CGP006-F-0005"": ""RETAINED_CONTROL_REFERENCE_CORPUS_PROMOTION_GUARD_REQUIRED"","
TRIAGE-03601,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,"""ADOPTION_MAY_PROCEED_WARNING_RETAINED"","
TRIAGE-03602,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,"""ADOPTION_MAY_PROCEED_GAP_RETAINED"","
TRIAGE-03603,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,"""warning_state"": ""RETAIN_OPEN_NON_BLOCKING"","
TRIAGE-03604,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,"""open_gap"": OPEN_GAP,"
TRIAGE-03605,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,"if gap0004.get(""gap_identifier"") != OPEN_GAP or gap0004.get(""closed"") is not False:"
TRIAGE-03606,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,"result.add(""warning_preservation_invalid"", ""Retained warning preservation changed."", manifest_path)"
TRIAGE-03607,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,"if set(split_refs(adoption.get(""warnings_retained"", """"))) != set(WARNINGS):"
TRIAGE-03608,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_adoption_readiness.py,"result.add(""warning_preservation_invalid"", ""Retained warning preservation changed."", package)"
TRIAGE-03609,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_baseline_approval.py,"""warning_state"": ""RETAINED_OPEN"","
TRIAGE-03610,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_baseline_approval.py,"""gap_state"": ""RETAINED_OPEN"","
TRIAGE-03611,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_baseline_approval.py,"_, gap_review = read_csv_strict(package / ""reviews"" / ""CGP_006_WAVE_1_RETAINED_GAP_REVIEW_REGISTER.csv"", result)"
TRIAGE-03612,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_baseline_approval.py,"result.add(""warning_became_blocking"", ""Warning blocking state changed."", package / ""reviews"" / ""CGP_006_WAVE_1_WARNING_REVIEW_REGISTER.csv"")"
TRIAGE-03613,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_baseline_approval.py,"result.add(""gap_coverage_changed"", ""All four gaps must remain reviewed."", package / ""reviews"" / ""CGP_006_WAVE_1_RETAINED_GAP_REVIEW_REGISTER.csv"")"
TRIAGE-03614,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_baseline_approval.py,"result.add(""gap_closed_or_blocking"", ""Gap must remain open and non-blocking."", package / ""reviews"" / ""CGP_006_WAVE_1_RETAINED_GAP_REVIEW_REGISTER.csv"")"
TRIAGE-03615,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_drafting.py,"_, gap_rows = read_csv_strict(package_dir / ""registers"" / ""CGP_006_WAVE_1_RETAINED_GAP_REGISTER.csv"", result)"
TRIAGE-03616,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_drafting.py,"result.add(""missing_retained_warning"", ""All five retained CGP-006 warnings must be represented."", package_dir / ""registers"" / ""CGP_006_WAVE_1_WARNING_TREATMENT_REGISTER.csv"")"
TRIAGE-03617,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_drafting.py,"result.add(""warning_not_retained"", ""Warning must remain retained and non-blocking."", package_dir / ""registers"" / ""CGP_006_WAVE_1_WARNING_TREATMENT_REGISTER.csv"", row.get(""identifier"", """"))"
TRIAGE-03618,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_drafting.py,"result.add(""warning_blocks_drafting"", ""Blocking warning requires stop condition."", package_dir / ""registers"" / ""CGP_006_WAVE_1_WARNING_TREATMENT_REGISTER.csv"", row.get(""identifier"", """"), ""BLOCKED"")"
TRIAGE-03619,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_drafting.py,"result.add(""missing_retained_gap"", ""All four retained appendix gaps must be represented."", package_dir / ""registers"" / ""CGP_006_WAVE_1_RETAINED_GAP_REGISTER.csv"")"
TRIAGE-03620,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_drafting.py,"result.add(""gap_not_retained"", ""Gap must remain retained and open."", package_dir / ""registers"" / ""CGP_006_WAVE_1_RETAINED_GAP_REGISTER.csv"", row.get(""identifier"", """"))"
TRIAGE-03621,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_candidate_drafting.py,"result.add(""gap_blocks_drafting"", ""Blocking gap requires stop condition."", package_dir / ""registers"" / ""CGP_006_WAVE_1_RETAINED_GAP_REGISTER.csv"", row.get(""identifier"", """"), ""BLOCKED"")"
TRIAGE-03622,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_founder_review.py,"_, gap_review = read_csv_strict(package / ""reviews"" / ""CGP_006_WAVE_1_RETAINED_GAP_REVIEW_REGISTER.csv"", result)"
TRIAGE-03623,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_founder_review.py,"result.add(""guide_not_ready_with_warnings"", ""Guide disposition is not the retained-warning ready state."", package / ""reviews"" / ""CGP_006_WAVE_1_GUIDE_REVIEW_REGISTER.csv"", row.get(""guide_identifier"", """"))"
TRIAGE-03624,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_founder_review.py,"result.add(""warning_review_coverage"", ""All retained warnings must be reviewed."", package / ""reviews"" / ""CGP_006_WAVE_1_WARNING_REVIEW_REGISTER.csv"")"
TRIAGE-03625,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_founder_review.py,"result.add(""warning_blocking"", ""Warning became blocking."", package / ""reviews"" / ""CGP_006_WAVE_1_WARNING_REVIEW_REGISTER.csv"", row.get(""identifier"", """"), ""BLOCKED"")"
TRIAGE-03626,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_founder_review.py,"result.add(""gap_review_coverage"", ""All retained gaps must be reviewed."", package / ""reviews"" / ""CGP_006_WAVE_1_RETAINED_GAP_REVIEW_REGISTER.csv"")"
TRIAGE-03627,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_founder_review.py,"result.add(""gap_blocking_or_closed"", ""Gap must remain open and non-blocking."", package / ""reviews"" / ""CGP_006_WAVE_1_RETAINED_GAP_REVIEW_REGISTER.csv"", row.get(""identifier"", """"), ""BLOCKED"")"
TRIAGE-03628,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_warning_gap_disposition.py,"result.add(""invalid_warning_disposition"", ""Warnings must remain retained open non-blocking in this package."", disposition_path, item_id)"
TRIAGE-03629,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_warning_gap_disposition.py,"retained_path = package / ""registers"" / ""CGP_006_WAVE_1_WARNING_GAP_RETAINED_OPEN_REGISTER.csv"""
TRIAGE-03630,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_warning_gap_disposition.py,"result.add(""warning_retained_open_status_invalid"", ""Warnings must remain retained open non-blocking."", retained_path, item_id)"
TRIAGE-03631,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/code-guides/validation/validate_cgp006_wave1_warning_gap_disposition.py,"result.add(""closed_gap_historical_status_invalid"", ""Closed gaps must preserve historical open state without remaining open."", retained_path, item_id)"
TRIAGE-03632,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_warning_gap_disposition.py,"if retained_by_item.get(""CGP005-TA-APP-GAP-0004"", {}).get(""retained_open_status"") != ""RETAINED_OPEN_IMPLEMENTATION_EVIDENCE_REQUIRED"":"
TRIAGE-03633,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,CGP006,HISTORICAL_SUPERSEDED_DRAFT_OR_NONBLOCKING_ROW,P3,RETAIN_DURING_CODE_COMPARISON,Keep as historical/provenance context; use canonical_path for comparison.,YES,NO,NO,NO,governance/implementation/code-guides/validation/validate_cgp006_wave1_warning_gap_disposition.py,"result.add(""gap0004_retained_open_status_invalid"", ""GAP-0004 must remain open with implementation evidence required."", retained_path, ""CGP005-TA-APP-GAP-0004"")"
TRIAGE-03634,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,VALIDATE_CODE_GUIDE_V1_1_PROGRAM_REVISION,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,P1,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,NO_UNLESS_SOURCE_EXCLUDED_OR_PINNED,YES,YES,YES,governance/implementation/code-guides/validation/validate_code_guide_v1_1_program_revision.py,"REQUIRED_REGISTERS = [""CODE_GUIDE_AUTHORITY_REGISTER.csv"", ""CODE_GUIDE_CONTROL_REGISTER.csv"", ""CODE_GUIDE_INVARIANT_REGISTER.csv"", ""CODE_GUIDE_QUESTION_REGISTER.csv"", ""CODE_GUIDE_DEPENDENCY_REGISTER.csv"", ""CODE_GUIDE_VER"
TRIAGE-03635,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,VALIDATE_CODE_GUIDE_V1_1_PROGRAM_REVISION,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,P1,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,NO_UNLESS_SOURCE_EXCLUDED_OR_PINNED,YES,YES,YES,governance/implementation/code-guides/validation/validate_code_guide_v1_1_program_revision.py,"CLOSING = [""PROGRAM_PLAN_V1_1_CONTROLLING"", ""PROGRAM_REVISION_APPROVED_PENDING_PROTECTED_INTEGRATION_AND_CUSTODY"", ""PR_44_REMAINS_OPEN_DRAFT_UNMERGED_UNTIL_SUCCESSOR_CUSTODY_COMPLETE"", ""GUIDE_ACTIVATION_NOT_AUTHORIZED"", "
TRIAGE-03636,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,AUTOMATIC_PRODUCTION_PROMOTION_CLOSURE_RECORD,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P1,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/deployment-control/2026-07-26-release-branch-separation/AUTOMATIC_PRODUCTION_PROMOTION_CLOSURE_RECORD.md,"This closure establishes deployment-control separation only. It does not close technical-audit findings, approve a production release, prove pilot readiness, authorize Stripe/payment activation, authorize money movement,"
TRIAGE-03637,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,ES_TA_FD_001_008_V1,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_APPROVAL_RECORD_ES_TA_FD_001_008.md,| `ES-TA-FD-001`
TRIAGE-03638,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,ES_TA_FD_001_008_V1,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_APPROVAL_RECORD_ES_TA_FD_001_008.md,`APPROVED_AS_RECOMMENDED`
TRIAGE-03639,RETAINED_OPEN_FINDINGS_AND_RESIDUAL_RISK_REGISTER.csv,ES_TA_FD_001_008_V1,AUTHORITY_BOUNDARY_OR_LATER_MUTATION_GATE,P2,BLOCKS_LATER_MUTATION_OR_PUBLIC_AUTHORITY_NOT_READ_ONLY_COMPARISON,"Carry forward as a gate; require Founder disposition/evidence before mutation, runtime, production, launch, certification, or public claims.",YES,YES,YES,YES,governance/implementation/technical-audit/founder-decisions/ES-TA-FD-001-008-V1.1.0/FOUNDER_APPROVAL_RECORD_ES_TA_FD_001_008.md,`ZERO_UNRESOLVED_P0_AND_NODE_LEVEL_RETAINED_BASELINE_CONTROL`
