row_id,source_path,reason_excluded,blocker_scope,required_action_before_comparison,founder_disposition_required,second_reviewer_or_outside_review_closure_required
UNASSESSED-00603,docs/canon/reviews/financial_truth_v2_1/FOUNDER_DIRECTIVE_FINANCIAL_TRUTH_V2_1_ADOPTION_AND_LOCK.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00604,docs/canon/reviews/financial_truth_v2_1/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_1_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00605,docs/canon/reviews/financial_truth_v2_1/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_1_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00606,docs/canon/reviews/financial_truth_v2_1/MASTER_FINANCIAL_TRUTH_AND_RESPONSIBILITY_MODEL_V2_1_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00607,docs/canon/reviews/foundational_gap_closure/A_IDENTITY_ACTOR/IDENTITY_ACTOR_V2_P2_DISPOSITION_LEDGER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00608,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00609,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00610,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00611,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00612,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00613,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FINAL_CONTROLLED_ADOPTION_REPORT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00614,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FINAL_CONTROLLED_ADOPTION_REPORT.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00615,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FINAL_CROSS_CANON_CONSISTENCY_CONFIRMATION.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00616,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FINAL_CROSS_CANON_CONSISTENCY_CONFIRMATION.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00617,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_CANON_GAP_CLOSURE_REPORT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00618,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_CANON_GAP_CLOSURE_REPORT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00619,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_CANON_GAP_CLOSURE_REPORT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00620,docs/canon/reviews/global_companion_reconciliation_v1_0/phase_g10_g11/GLOBAL_COMPANION_ARTIFACT_ADOPTION_ASSESSMENT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00621,docs/canon/reviews/global_companion_reconciliation_v1_0/source/GLOBAL_COMPANION_RECONCILIATION_FOUNDER_DIRECTIVE.txt,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00622,docs/canon/reviews/global_companion_reconciliation_v1_0/tools/build_global_companion_reconciliation.py,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00623,docs/canon/reviews/global_companion_reconciliation_v1_0/tools/build_global_companion_reconciliation.py,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00624,docs/canon/reviews/global_companion_reconciliation_v1_0/tools/build_global_companion_reconciliation.py,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00625,docs/canon/reviews/global_companion_reconciliation_v1_0/tools/build_global_companion_reconciliation.py,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00626,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r3/AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_RECORD.md,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00627,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r5/AI_V2_0_NARROW_FOUNDER_RATIFICATION_BLOCKER.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,YES,NO
UNASSESSED-00628,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/phase_r7/AI_V2_0_LOCKED_EVIDENCE_VERIFICATION_INSTRUCTIONS.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00629,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/source_uploaded/AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_DIRECTIVE.txt,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00630,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/source_uploaded/AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_DIRECTIVE.txt,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00631,docs/canon/reviews/governance_v1_0_ai_reconciliation/resumption_exact_source/source_uploaded/AI_V2_0_FOUNDER_DECISION_MATRIX_RATIFICATION_DIRECTIVE.txt,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00632,docs/canon/reviews/governance_v1_0_ai_reconciliation/source/GOVERNANCE_V1_0_AI_V2_RECONCILIATION_DIRECTIVE.txt,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00633,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/formal_scans/C0_BATCH_1_POST_LIFECYCLE_REMEDIATION_LEDGER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00634,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/source/C0_BATCH_1_TRACK_B_LOCK_FOUNDER_DIRECTIVE.txt,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00635,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/source/C0_LIFECYCLE_COMPLETION_BATCH_1_FOUNDER_DIRECTIVE.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00636,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/source/C0_LIFECYCLE_COMPLETION_BATCH_1_FOUNDER_DIRECTIVE.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00637,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/source/C0_LIFECYCLE_COMPLETION_BATCH_1_FOUNDER_DIRECTIVE.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00638,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/tools/build_c0_batch_1.py,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00639,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/tools/build_c0_batch_1.py,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00640,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/tools/build_track_b_locks.py,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00641,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTION_READINESS_MASTER_REPORT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00642,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTION_READINESS_MASTER_REPORT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00643,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTION_READINESS_MASTER_REPORT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00644,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTION_READINESS_MASTER_REPORT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00645,docs/canon/reviews/governance_v1_0_c0_lifecycle_completion_batch_1/track_b/C0_BATCH_1_TRACK_B_ADOPTION_READINESS_MASTER_REPORT.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00646,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00647,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00648,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00649,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00650,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00651,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00652,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00653,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00654,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00655,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00656,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00657,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00658,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00659,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00660,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00661,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00662,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00663,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00664,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00665,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00666,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00667,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00668,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00669,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
UNASSESSED-00670,docs/canon/reviews/governance_v1_0_c0_phase_c_hash_version_recovery/C0_PHASE_C_RETAINED_FINDINGS_REGISTER.md,OPEN_BLOCKING_FINDING_REQUIRES_SCOPE_GATE,BLOCKS_AFFECTED_COMPARISON_OR_MUTATION_SCOPE,Triage against affected feature/canon scope before relying on this artifact for mutation authority.,NO_UNLESS_AFFECTED_SCOPE,NO
