row_id,artifact_id,source_path_or_paths,issue_type,blocker_scope,feature_scope,must_fix_before_code_mutation,must_fix_before_runtime_mutation,must_fix_before_production,required_action,authority_boundary
AUTHBLOCK-01716,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_NODE_CLASSIFICATION_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01717,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_NODE_CLASSIFICATION_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01718,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_NODE_CLASSIFICATION_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01719,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_NODE_CLASSIFICATION_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01720,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_NODE_CLASSIFICATION_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01721,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_NODE_CLASSIFICATION_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01722,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_NODE_CLASSIFICATION_REGISTER.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01723,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_PILOT_GATE_MATRIX.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01724,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_PILOT_GATE_MATRIX.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01725,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_PILOT_GATE_MATRIX.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01726,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_PILOT_GATE_MATRIX.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01727,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_PILOT_GATE_MATRIX.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01728,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_PILOT_GATE_MATRIX.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01729,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_PILOT_GATE_MATRIX.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01730,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_PILOT_GATE_MATRIX.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01731,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_ROOT_CAUSE_CLUSTERS.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01732,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_ROOT_CAUSE_CLUSTERS.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01733,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_ROOT_CAUSE_CLUSTERS.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01734,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_ROOT_CAUSE_CLUSTERS.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01735,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_ROOT_CAUSE_CLUSTERS.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01736,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_ROOT_CAUSE_CLUSTERS.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,BLOCKS_AFFECTED_FEATURE_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Fix feature-to-governance inclusion mapping for affected feature scope before comparing that feature.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01737,ES_TA_PRF_008_RETAINED_TEST_NODE_CLASSIFICATION_V1,governance/implementation/technical-audit/test-baseline/ES-TA-PRF-008-retained-test-node-classification-v1/RETAINED_TEST_ROOT_CAUSE_CLUSTERS.csv,FEATURE_INCLUSION_CONFLICT_OR_TRACEABILITY_RISK,DOES_NOT_BLOCK_GLOBAL_COMPARISON,implementation_wave_rf_bn|records_audit_evidence,NO,YES_FOR_AFFECTED_FEATURE,YES_FOR_AFFECTED_FEATURE,Retain during comparison and flag affected feature scope for reviewer attention.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01738,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01739,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01740,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01741,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01742,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01743,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01744,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01745,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01746,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01747,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01748,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01749,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01750,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01751,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01752,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01753,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
AUTHBLOCK-01754,PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026_07_25,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_GOVERNANCE_BASELINE_AUDIT_AFTER_ITEM_10_EXECUTION_2026-07-25.md,CANONICAL_SOURCE_CONFLICT_REQUIRES_REVIEW,BLOCKS_UNCONSTRAINED_CODE_TO_GOVERNANCE_COMPARISON,privacy_security_resilience|records_audit_evidence,YES,YES,YES,Resolve or explicitly pin canonical governance source before using this artifact for implementation comparison.,"READ_ONLY_COMPARISON_ONLY; no implementation, mutation, runtime, production, launch, certification, claims, waiver, risk acceptance, or finding closure authority"
