classification_record_id,source_or_document_id,source_id,source_layer,repository_path,title,source_family,source_class,authority_status,primary_guide_family,related_guide_families,primary_classification,normative_status,source_freeze_status,controlling_or_contextual_role,provenance,immutable_commit_or_checksum,conflict_status,classification_basis,review_status,required_later_action,notes
CGP006-CL-1001,CGP005-RC-1001,CGSRC-GOV-0343,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/C_AUDIT_EVIDENCE/C_AUDIT_EVIDENCE_PRESERVATION_AND_CORRECTION_MATRIX.md,Audit Event and Evidence V2.0 Preservation and Correction Matrix,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,a44e134d87974ec13022ef5665251a9d96c4e18a317670f9097c3dce3d8c0318,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1002,CGP005-RC-1002,CGSRC-GOV-0344,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_ALIGNMENT_REPORT.md,"Communication, Notification, and Notice V2.0 Alignment Report",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,ff4a01f2b70f4bbe0c7d67286a5ab4bb5be45250c16e8f55b5944d30fca70ea9,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1003,CGP005-RC-1003,CGSRC-GOV-0345,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_LOCK_BLOCKER_REPORT.md,"Communication, Notification, and Notice V2.0 Lock Blocker Report",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,b531f78b044313f472c57b8ad0c6164ea908e4776555033f3f1c5816aa5a2956,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1004,CGP005-RC-1004,CGSRC-GOV-0346,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/D_COMMUNICATION_NOTICE/D_COMMUNICATION_NOTICE_PRESERVATION_AND_CORRECTION_MATRIX.md,"Communication, Notification, and Notice V2.0 Preservation and Correction Matrix",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,a96812f8470d9e413448f12245c6541269d20b17112aa609cc68f2eb1a0015ce,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1005,CGP005-RC-1005,CGSRC-GOV-0347,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_ALIGNMENT_REPORT.md,"Platform Operations, Reliability, and Release V2.0 Alignment Report",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,aee883cdabaa641a6155da14a49882ed425eee253e79e1639207e131ad50d1c7,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1006,CGP005-RC-1006,CGSRC-GOV-0348,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_LOCK_BLOCKER_REPORT.md,"Platform Operations, Reliability, and Release V2.0 Lock Blocker Report",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,fc8b434e930d324680f589486f218d814d9538bafa848d3da8e8cb610b9f6925,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1007,CGP005-RC-1007,CGSRC-GOV-0349,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/E_PLATFORM_RELIABILITY/E_PLATFORM_RELIABILITY_PRESERVATION_AND_CORRECTION_MATRIX.md,"Platform Operations, Reliability, and Release V2.0 Preservation and Correction Matrix",REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,c2484e58d668c5b22e2d6c8c812fd5a142d5fce1d314d04c112f16eff084a39a,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1008,CGP005-RC-1008,CGSRC-GOV-0350,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_CANON_GAP_CLOSURE_REPORT.md,Foundational Canon Gap Closure Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,7f080be2652d9e1cacc8b420a9bbd0d235d2982b56cc292f8a0d5ed4e3ee213e,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1009,CGP005-RC-1009,CGSRC-GOV-0351,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/FOUNDATIONAL_GAP_CLOSURE_WORKSTREAM_INDEX.md,Foundational Gap Closure Workstream Index,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,c2862db6e80e8d380f3285d1116ce56619a33f38c08708fcf735a67318f1d472,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1010,CGP005-RC-1010,CGSRC-GOV-0352,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_CORRECTION_VERIFICATION_LEDGER.md,External Architecture V2.0 Adoption Correction Verification Ledger,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,0191655dcdfc6bd741018756fb5e6794aa5f67ae43ad48a7d1ca699509950021,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1011,CGP005-RC-1011,CGSRC-GOV-0353,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_ADOPTION_READINESS_ASSESSMENT.md,External Architecture V2.0 Adoption Readiness Assessment,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,0948ed935452ec4faf4081ffef3e85199ccff04c74b15acb4c4711094fe1e2b7,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1012,CGP005-RC-1012,CGSRC-GOV-0354,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_BEFORE_AND_AFTER_WORDING_LEDGER.md,External Architecture V2.0 Before-and-After Wording Ledger,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,ec7902eda96c6f91c47fd10d91539e1d10239a9988ef52a95108394e240e64a7,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1013,CGP005-RC-1013,CGSRC-GOV-0355,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_CONFLICT_ANALYSIS.md,External Architecture V2.0 Constitutional Conflict Analysis,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,e1efecff149500aba42a6ebea4b409e17ef018b53c909f1e007f0bfce5d34fe4,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1014,CGP005-RC-1014,CGSRC-GOV-0356,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONSTITUTIONAL_REVIEW_REPORT.md,External Architecture and Adapter V2.0 Constitutional Review,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,2d086fd6cf4c373e5d3c4723b10b809df594540221cdc1535197fa1f946d3d15,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1015,CGP005-RC-1015,CGSRC-GOV-0357,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CONTROLLED_ADOPTION_REVIEW_REPORT.md,External Architecture V2.0 Controlled Adoption Review,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,0d8ebabbff27856548276228ef0a1bd36ddefe0e47f15609be119896e1cf06f3,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1016,CGP005-RC-1016,CGSRC-GOV-0358,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_CROSS_CANON_DEPENDENCY_MATRIX.md,External Architecture V2.0 Cross-Canon Dependency Matrix,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,c2e884b7831800e6604e234ecd032858a93e8ad14a9e4cd5a0e6e8c99cb78838,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1017,CGP005-RC-1017,CGSRC-GOV-0359,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FINAL_CONTROLLED_ADOPTION_REPORT.md,External Architecture V2.0 Final Controlled Adoption Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,4927556a40caec072b59dba490a5975320e2b7670a404ec7c717676663549141,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1018,CGP005-RC-1018,CGSRC-GOV-0360,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FINAL_CROSS_CANON_CONSISTENCY_CONFIRMATION.md,External Architecture V2.0 Final Cross-Canon Consistency Confirmation,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,2c9ac66bad7d40750e8321e4ffeab2a2346581e39c2e3e3511ead7a2d5ba9414,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1019,CGP005-RC-1019,CGSRC-GOV-0361,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FOCUSED_DIFF_REPORT.md,External Architecture V2.0 Focused Diff Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,bb0d082687b9c3b7289aeaf3d1221263a6becfd9856886c8fe78c29b82eb81ff,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1020,CGP005-RC-1020,CGSRC-GOV-0362,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FOUNDER_ADOPTION_DECISION_PACKAGE.md,External Architecture V2.0 Founder Adoption Decision Package,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,49ef1d4e05e860b72b5278c2c2e81b4ccd89a398a7c9769e269687496c9627d2,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1021,CGP005-RC-1021,CGSRC-GOV-0363,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FOUNDER_DECISION_AND_CORRECTION_REPORT.md,External Architecture V2.0 Founder Decision and Correction Report,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,fbfc1571dd59278d1af6e3fac5bbe9d43d0d021a3ce69225d450c604b8f563e3,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1022,CGP005-RC-1022,CGSRC-GOV-0364,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_FOUNDER_DECISION_PACKAGE.md,External Architecture and Adapter V2.0 Founder Decision Package,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,135aadfeabe178f9cbb3d0e35903f02df0fd766f1ca13d7c7f5f1f3d42dbcc91,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1023,CGP005-RC-1023,CGSRC-GOV-0365,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_GOVERNANCE_RISK_ASSESSMENT.md,External Architecture V2.0 Governance Risk Assessment,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,SUPPORTING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,07c4b609d7056326a0c2a17467187274afd2c2cc084d152f29ed460251b09e59,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
CGP006-CL-1024,CGP005-RC-1024,CGSRC-GOV-0366,CGP005_REFERENCE_CORPUS_ROW,docs/canon/reviews/foundational_gap_closure/F_EXTERNAL_ADAPTERS/EXTERNAL_ARCHITECTURE_V2_0_LOCK_REVIEW_REPORT.md,External Architecture and Adapter Model V2.0 Lock Review,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,ADOPTED_GOVERNANCE,CONTROLLING,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,REFERENCE_ONLY_NON_NORMATIVE,NON_NORMATIVE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY,governance/implementation/code-guides/receipts/CGP_005_EXECUTION_RECEIPT.md,d83edf3f6d4f024fb55e1dc98e4cf7196eff417e787e7a91b76b2c9bcfade25e,NO_KNOWN_BLOCKING_CONFLICT,CGP-005 reference corpus row retained for discovery and traceability; not normative drafting authority.,CLASSIFIED_NON_NORMATIVE_REFERENCE,No drafting reliance unless separately promoted through a guide-specific source freeze or Founder authority.,"The 2,511-row reference corpus remains non-normative under the CGP-005 two-layer source model."
