allocation_id,source_or_document_id,source_id,primary_guide_family,related_guide_families,allocation_basis,normative_row_count,reference_corpus_status,notes
CGP006-ALLOC-1120,CGP005-RC-1120,CGSRC-GOV-0462,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1121,CGP005-RC-1121,CGSRC-GOV-0463,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1122,CGP005-RC-1122,CGSRC-GOV-0464,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1123,CGP005-RC-1123,CGSRC-GOV-0465,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1124,CGP005-RC-1124,CGSRC-GOV-0466,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1125,CGP005-RC-1125,CGSRC-GOV-0467,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1126,CGP005-RC-1126,CGSRC-GOV-0468,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1127,CGP005-RC-1127,CGSRC-GOV-0469,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1128,CGP005-RC-1128,CGSRC-GOV-0470,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1129,CGP005-RC-1129,CGSRC-GOV-0471,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1130,CGP005-RC-1130,CGSRC-GOV-0472,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1131,CGP005-RC-1131,CGSRC-GOV-0473,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1132,CGP005-RC-1132,CGSRC-GOV-0474,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1133,CGP005-RC-1133,CGSRC-GOV-0475,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1134,CGP005-RC-1134,CGSRC-GOV-0476,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1135,CGP005-RC-1135,CGSRC-GOV-0477,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1136,CGP005-RC-1136,CGSRC-GOV-0478,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1137,CGP005-RC-1137,CGSRC-GOV-0479,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1138,CGP005-RC-1138,CGSRC-GOV-0480,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1139,CGP005-RC-1139,CGSRC-GOV-0481,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1140,CGP005-RC-1140,CGSRC-GOV-0482,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1141,CGP005-RC-1141,CGSRC-GOV-0483,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1142,CGP005-RC-1142,CGSRC-GOV-0484,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1143,CGP005-RC-1143,CGSRC-GOV-0485,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1144,CGP005-RC-1144,CGSRC-GOV-0486,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1145,CGP005-RC-1145,CGSRC-GOV-0487,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1146,CGP005-RC-1146,CGSRC-GOV-0488,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1147,CGP005-RC-1147,CGSRC-GOV-0489,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1148,CGP005-RC-1148,CGSRC-GOV-0490,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1149,CGP005-RC-1149,CGSRC-GOV-0491,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1150,CGP005-RC-1150,CGSRC-GOV-0492,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1151,CGP005-RC-1151,CGSRC-GOV-0493,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1152,CGP005-RC-1152,CGSRC-GOV-0494,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1153,CGP005-RC-1153,CGSRC-GOV-0495,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1154,CGP005-RC-1154,CGSRC-GOV-0496,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1155,CGP005-RC-1155,CGSRC-GOV-0497,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1156,CGP005-RC-1156,CGSRC-GOV-0498,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1157,CGP005-RC-1157,CGSRC-GOV-0499,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1158,CGP005-RC-1158,CGSRC-GOV-0500,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1159,CGP005-RC-1159,CGSRC-GOV-0501,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1160,CGP005-RC-1160,CGSRC-GOV-0502,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1161,CGP005-RC-1161,CGSRC-GOV-0503,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1162,CGP005-RC-1162,CGSRC-GOV-0504,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1163,CGP005-RC-1163,CGSRC-GOV-0505,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1164,CGP005-RC-1164,CGSRC-GOV-0506,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1165,CGP005-RC-1165,CGSRC-GOV-0507,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1166,CGP005-RC-1166,CGSRC-GOV-0508,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1167,CGP005-RC-1167,CGSRC-GOV-0509,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1168,CGP005-RC-1168,CGSRC-GOV-0510,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1169,CGP005-RC-1169,CGSRC-GOV-0511,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1170,CGP005-RC-1170,CGSRC-GOV-0512,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1171,CGP005-RC-1171,CGSRC-GOV-0513,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1172,CGP005-RC-1172,CGSRC-GOV-0514,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1173,CGP005-RC-1173,CGSRC-GOV-0515,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1174,CGP005-RC-1174,CGSRC-GOV-0516,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1175,CGP005-RC-1175,CGSRC-GOV-0517,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1176,CGP005-RC-1176,CGSRC-GOV-0518,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1177,CGP005-RC-1177,CGSRC-GOV-0519,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1178,CGP005-RC-1178,CGSRC-GOV-0520,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1179,CGP005-RC-1179,CGSRC-GOV-0521,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1180,CGP005-RC-1180,CGSRC-GOV-0522,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1181,CGP005-RC-1181,CGSRC-GOV-0523,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1182,CGP005-RC-1182,CGSRC-GOV-0524,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1183,CGP005-RC-1183,CGSRC-GOV-0525,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1184,CGP005-RC-1184,CGSRC-GOV-0526,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1185,CGP005-RC-1185,CGSRC-GOV-0527,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1186,CGP005-RC-1186,CGSRC-GOV-0528,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1187,CGP005-RC-1187,CGSRC-GOV-0529,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1188,CGP005-RC-1188,CGSRC-GOV-0530,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1189,CGP005-RC-1189,CGSRC-GOV-0531,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1190,CGP005-RC-1190,CGSRC-GOV-0532,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1191,CGP005-RC-1191,CGSRC-GOV-0533,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1192,CGP005-RC-1192,CGSRC-GOV-0534,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1193,CGP005-RC-1193,CGSRC-GOV-0535,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1194,CGP005-RC-1194,CGSRC-GOV-0536,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1195,CGP005-RC-1195,CGSRC-GOV-0537,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1196,CGP005-RC-1196,CGSRC-GOV-0538,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1197,CGP005-RC-1197,CGSRC-GOV-0539,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1198,CGP005-RC-1198,CGSRC-GOV-0540,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1199,CGP005-RC-1199,CGSRC-GOV-0541,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1200,CGP005-RC-1200,CGSRC-GOV-0542,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1201,CGP005-RC-1201,CGSRC-GOV-0543,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1202,CGP005-RC-1202,CGSRC-GOV-0544,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1203,CGP005-RC-1203,CGSRC-GOV-0545,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1204,CGP005-RC-1204,CGSRC-GOV-0546,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1205,CGP005-RC-1205,CGSRC-GOV-0547,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1206,CGP005-RC-1206,CGSRC-GOV-0548,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1207,CGP005-RC-1207,CGSRC-GOV-0549,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1208,CGP005-RC-1208,CGSRC-GOV-0550,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1209,CGP005-RC-1209,CGSRC-GOV-0551,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
CGP006-ALLOC-1210,CGP005-RC-1210,CGSRC-GOV-0552,ES-CG-00,ES-CG-00;ES-CG-01;ES-CG-13;ES-CG-10,CGP005_REFERENCE_CORPUS_ROW,0,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,REFERENCE_CONTEXT_ONLY
