feature_id,parent_feature_id,feature_name,product_domain,stable_id_basis,historical_or_repository_mapping,status
ES-FEAT-TASKS-009,ES-FEAT-TASKS-000,acknowledgment,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/MyWork.jsx;backend/routes/manager_intake.py;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py,MATRIX_ROW
ES-FEAT-TASKS-010,ES-FEAT-TASKS-000,escalation,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/MyWork.jsx;backend/routes/manager_intake.py;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py,MATRIX_ROW
ES-FEAT-TASKS-011,ES-FEAT-TASKS-000,quiet hours,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/HealthReminders.jsx;frontend/src/pages/Integrations.jsx;backend/routes/manager_intake.py;backend/routes/auth.py;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py,MATRIX_ROW
ES-FEAT-TASKS-012,ES-FEAT-TASKS-000,calendar synchronization,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/MyWork.jsx;frontend/src/pages/StaffScheduling.jsx;backend/routes/backlog.py;backend/routes/manager_intake.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py,MATRIX_ROW
ES-FEAT-TASKS-013,ES-FEAT-TASKS-000,schedule conflict handling,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/ArenaSchedule.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/PastureSchedule.jsx;frontend/src/pages/Rehab.jsx;frontend/src/pages/RoleIntake.jsx;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/digests.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-TASKS-014,ES-FEAT-TASKS-000,time zones,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/MyWork.jsx;frontend/src/pages/Rehab.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/pages/StaffScheduling.jsx;backend/routes/manager_intake.py;backend/routes/backlog.py;backend/routes/care.py;backend/routes/dashboard.py;backend/routes/owner.py,MATRIX_ROW
ES-FEAT-TASKS-015,ES-FEAT-TASKS-000,offline completion,"Tasks, calendar, scheduling, and notifications",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Rehab.jsx;frontend/src/pages/RoleIntake.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Integrations.jsx;backend/routes/manager_intake.py;backend/routes/dashboard.py;backend/routes/rider_profile.py;backend/routes/staff_intake.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-000,ROOT,Communications and Owner Portal,Communications and Owner Portal,DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/routes/owner_updates.py; backend/routes/operations.py; backend/routes/digests.py; backend/owner_digest.py; backend/notifications.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-COMMUNICATIONS-001,ES-FEAT-COMMUNICATIONS-000,direct messaging,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/GroupMessaging.jsx;frontend/src/pages/Messaging.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/StaffScheduling.jsx;frontend/src/pages/StaffTasks.jsx;backend/routes/horse_ledger.py;backend/routes/student_guardians.py;backend/routes/admin.py;backend/routes/barn_owner_intake.py;backend/routes/dashboard.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-002,ES-FEAT-COMMUNICATIONS-000,group messaging,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/GroupMessaging.jsx;frontend/src/pages/Messaging.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AdminBillingDashboard.jsx;frontend/src/pages/AuditLog.jsx;backend/routes/student_guardians.py;backend/routes/subscriptions.py;backend/routes/analytics.py;backend/routes/backlog.py;backend/routes/barn_owner_intake.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-003,ES-FEAT-COMMUNICATIONS-000,staff messaging,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/GroupMessaging.jsx;frontend/src/pages/Messaging.jsx;frontend/src/pages/StaffScheduling.jsx;frontend/src/pages/StaffTasks.jsx;frontend/src/features/dashboards/StaffDashboard.jsx;backend/routes/staff_intake.py;backend/routes/barn_owner_intake.py;backend/routes/horse_ledger.py;backend/routes/manager_intake.py;backend/routes/student_guardians.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-004,ES-FEAT-COMMUNICATIONS-000,owner updates,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/OwnerUpdates.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/OwnerPortal.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/HandoffReports.jsx;backend/routes/owner_updates.py;backend/routes/backlog.py;backend/routes/barn_owner_intake.py;backend/routes/digests.py;backend/routes/horse_ledger.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-005,ES-FEAT-COMMUNICATIONS-000,guardian messaging,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/GuardianDashboard.jsx;frontend/src/pages/GroupMessaging.jsx;frontend/src/pages/Messaging.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AuditLog.jsx;backend/routes/student_guardians.py;backend/routes/guardian_intake.py;backend/routes/barn_owner_intake.py;backend/routes/billing.py;backend/routes/document_signatures.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-006,ES-FEAT-COMMUNICATIONS-000,emergency communications,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/EmergencyContacts.jsx;frontend/src/pages/EmergencyWorkflows.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/HandoffReports.jsx;backend/routes/manager_intake.py;backend/routes/staff_intake.py;backend/routes/barn_owner_intake.py;backend/routes/care.py;backend/routes/guardian_intake.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-007,ES-FEAT-COMMUNICATIONS-000,formal notices,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/MyWork.jsx;frontend/src/pages/OwnerPortal.jsx;backend/routes/barn_owner_intake.py;backend/routes/guardian_intake.py;backend/routes/horse_ledger.py;backend/routes/manager_intake.py;backend/routes/staff_intake.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-008,ES-FEAT-COMMUNICATIONS-000,delivery evidence,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/MyWork.jsx;frontend/src/pages/OwnerPortal.jsx;backend/routes/pulse.py;backend/routes/student_guardians.py;backend/routes/barn_owner_intake.py;backend/routes/horse_ledger.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-009,ES-FEAT-COMMUNICATIONS-000,read acknowledgment,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/MobileReadiness.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/SubscriptionBilling.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AdminBillingDashboard.jsx;backend/routes/horse_ledger.py;backend/routes/student_guardians.py;backend/routes/account_context.py;backend/routes/admin_billing.py;backend/routes/audit.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-010,ES-FEAT-COMMUNICATIONS-000,attachments,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/MyWork.jsx;frontend/src/pages/OwnerPortal.jsx;backend/routes/barn_owner_intake.py;backend/routes/horse_ledger.py;backend/routes/manager_intake.py;backend/routes/staff_intake.py;backend/routes/student_guardians.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-011,ES-FEAT-COMMUNICATIONS-000,community messaging,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/GroupMessaging.jsx;frontend/src/pages/Messaging.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/HandoffReports.jsx;backend/routes/student_guardians.py;backend/routes/barn_owner_intake.py;backend/routes/horse_ledger.py;backend/routes/manager_intake.py;backend/routes/pulse.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-012,ES-FEAT-COMMUNICATIONS-000,Owner Portal projections,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/OwnerPortal.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/MyWork.jsx;backend/routes/barn_owner_intake.py;backend/routes/horse_ledger.py;backend/routes/manager_intake.py;backend/routes/staff_intake.py;backend/routes/student_guardians.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-013,ES-FEAT-COMMUNICATIONS-000,former-party access,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Signup.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AdminBillingDashboard.jsx;frontend/src/pages/AdminReviewQueue.jsx;frontend/src/pages/AuditLog.jsx;backend/routes/horse_ledger.py;backend/routes/admin.py;backend/routes/admin_billing.py;backend/routes/barn_owner_intake.py;backend/routes/care.py,MATRIX_ROW
ES-FEAT-COMMUNICATIONS-014,ES-FEAT-COMMUNICATIONS-000,support communication,Communications and Owner Portal,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AuditLog.jsx;frontend/src/pages/HandoffReports.jsx;frontend/src/pages/Messaging.jsx;frontend/src/pages/MyWork.jsx;backend/routes/manager_intake.py;backend/routes/staff_intake.py;backend/routes/admin_review.py;backend/routes/barn_owner_intake.py;backend/routes/document_signatures.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-000,ROOT,"Documents, agreements, and electronic signatures","Documents, agreements, and electronic signatures",DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/core/document_workflows.py; backend/core/document_signing.py; backend/routes/document_signatures.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-DOCUMENTS-001,ES-FEAT-DOCUMENTS-000,document templates,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/MobileReadiness.jsx;frontend/src/pages/AdvancedReports.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/pulse.py;backend/routes/reports.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-002,ES-FEAT-DOCUMENTS-000,waivers,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/pulse.py;backend/routes/reports.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-003,ES-FEAT-DOCUMENTS-000,consent,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/pulse.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-004,ES-FEAT-DOCUMENTS-000,guardian signatures,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/FormsSignatures.jsx;frontend/src/features/dashboards/GuardianDashboard.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/guardian_intake.py;backend/routes/student_guardians.py;backend/routes/backlog.py;backend/routes/billing.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-005,ES-FEAT-DOCUMENTS-000,minor assent,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/care.py;backend/routes/dashboard.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-006,ES-FEAT-DOCUMENTS-000,document requests,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/HealthDocuments.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/MobileReadiness.jsx;frontend/src/pages/AdvancedReports.jsx;backend/routes/document_signatures.py;backend/routes/dashboard.py;backend/routes/backlog.py;backend/routes/pulse.py;backend/routes/reports.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-007,ES-FEAT-DOCUMENTS-000,envelope creation,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/guardian_intake.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-008,ES-FEAT-DOCUMENTS-000,signing,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/pulse.py;backend/routes/reports.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-009,ES-FEAT-DOCUMENTS-000,decline,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/operations.py;backend/routes/pulse.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-010,ES-FEAT-DOCUMENTS-000,expiration,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/HealthDocuments.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/pulse.py;backend/routes/reports.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-011,ES-FEAT-DOCUMENTS-000,revocation,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/pulse.py;backend/routes/reports.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-012,ES-FEAT-DOCUMENTS-000,correction,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/pulse.py;backend/routes/reports.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-013,ES-FEAT-DOCUMENTS-000,provider webhooks,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/ServiceProviderDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AdminReviewQueue.jsx;frontend/src/pages/CareLedgerTab.jsx;backend/routes/document_signatures.py;backend/routes/service_provider_center.py;backend/routes/backlog.py;backend/routes/admin_billing.py;backend/routes/admin_review.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-014,ES-FEAT-DOCUMENTS-000,retention,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;backend/routes/document_signatures.py;backend/routes/backlog.py;backend/routes/dashboard.py;backend/routes/pulse.py;backend/routes/reports.py,MATRIX_ROW
ES-FEAT-DOCUMENTS-015,ES-FEAT-DOCUMENTS-000,legal hold,"Documents, agreements, and electronic signatures",ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/FormsSignatures.jsx;frontend/src/pages/HealthDocuments.jsx;frontend/src/pages/MobileReadiness.jsx;frontend/src/features/dashboards/PersonalDashboard.jsx;frontend/src/pages/AiAutomation.jsx;backend/routes/backlog.py;backend/routes/document_signatures.py;backend/routes/admin_billing.py;backend/routes/dashboard.py;backend/routes/pulse.py,MATRIX_ROW
ES-FEAT-FINANCIAL-000,ROOT,Financial operations,Financial operations,DOMAIN_PARENT_FROM_DIRECTIVE_SECTION_8,backend/routes/billing.py; backend/routes/subscriptions.py; backend/routes/recurring_charges.py; backend/core/subscription_records.py; backend/core/rf12_billing_payments_exports_financial_truth.py,DOMAIN_PARENT_ONLY_NOT_A_MATRIX_ROW
ES-FEAT-FINANCIAL-001,ES-FEAT-FINANCIAL-000,plans,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/TrainingPlans.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Onboarding.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-002,ES-FEAT-FINANCIAL-000,subscriptions,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/SubscriptionSuccess.jsx;frontend/src/pages/AdminBillingDashboard.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;backend/routes/subscriptions.py;backend/routes/subscriptions_webhook_handlers.py;backend/routes/billing.py;backend/routes/admin_billing.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-FINANCIAL-003,ES-FEAT-FINANCIAL-000,add-ons,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Competitions.jsx;frontend/src/pages/Integrations.jsx;frontend/src/pages/Lessons.jsx;frontend/src/pages/Medications.jsx;frontend/src/pages/BarnLocations.jsx;backend/routes/operations.py;backend/routes/subscriptions.py;backend/routes/backlog.py;backend/routes/onboarding.py;backend/routes/subscriptions_webhook_handlers.py,MATRIX_ROW
ES-FEAT-FINANCIAL-004,ES-FEAT-FINANCIAL-000,pricing,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-005,ES-FEAT-FINANCIAL-000,estimates,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-006,ES-FEAT-FINANCIAL-000,invoices,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Billing.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/admin.py;backend/routes/admin_billing.py;backend/routes/manager_intake.py,MATRIX_ROW
ES-FEAT-FINANCIAL-007,ES-FEAT-FINANCIAL-000,recurring charges,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/RecurringBilling.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;backend/routes/recurring_charges.py;backend/routes/admin_billing.py;backend/routes/billing.py;backend/routes/onboarding.py;backend/routes/backlog.py,MATRIX_ROW
ES-FEAT-FINANCIAL-008,ES-FEAT-FINANCIAL-000,payments,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Payments.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/AdvancedReports.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;backend/routes/billing.py;backend/routes/backlog.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-009,ES-FEAT-FINANCIAL-000,refunds,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-010,ES-FEAT-FINANCIAL-000,credits,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-011,ES-FEAT-FINANCIAL-000,disputes,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-012,ES-FEAT-FINANCIAL-000,failed payments,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Payments.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Reports.jsx;frontend/src/pages/AdvancedReports.jsx;frontend/src/pages/Dashboard.jsx;backend/routes/billing.py;backend/routes/backlog.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-013,ES-FEAT-FINANCIAL-000,payouts,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Dashboard.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/Landing.jsx;frontend/src/pages/Onboarding.jsx;frontend/src/pages/Reports.jsx;backend/routes/backlog.py;backend/routes/billing.py;backend/routes/manager_intake.py;backend/routes/membership.py;backend/routes/onboarding.py,MATRIX_ROW
ES-FEAT-FINANCIAL-014,ES-FEAT-FINANCIAL-000,marketplace payments,Financial operations,ES-FEAT-<DOMAIN>-<NUMBER> assigned by this V1.0 package,frontend/src/pages/Payments.jsx;frontend/src/pages/FinancialDashboard.jsx;frontend/src/pages/AdvancedReports.jsx;frontend/src/pages/Dashboard.jsx;frontend/src/pages/Landing.jsx;backend/routes/billing.py;backend/routes/membership.py;backend/routes/admin_review.py;backend/routes/auth.py;backend/routes/backlog.py,MATRIX_ROW
