queue_name,feature_id,feature_name,primary_domain,risk,priority,affected_personas,governance_status,implementation_status,dependency_blockers,proposed_owner,recommended_next_action,rationale
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-INCIDENT-012,escalation (Incidents),"Incidents, emergency, welfare, and biosecurity",CRITICAL:16,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-012 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-INCIDENT-013,evidence preservation,"Incidents, emergency, welfare, and biosecurity",CRITICAL:12,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-013 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-INCIDENT-013,evidence preservation,"Incidents, emergency, welfare, and biosecurity",CRITICAL:12,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-013 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
OPERATING_STANDARD_QUEUE,ES-FEAT-INCIDENT-013,evidence preservation,"Incidents, emergency, welfare, and biosecurity",CRITICAL:12,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-013 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-INCIDENT-013,evidence preservation,"Incidents, emergency, welfare, and biosecurity",CRITICAL:12,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-013 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-INCIDENT-014,regulatory reporting,"Incidents, emergency, welfare, and biosecurity",CRITICAL:8,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-014 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-INCIDENT-014,regulatory reporting,"Incidents, emergency, welfare, and biosecurity",CRITICAL:8,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-014 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
OPERATING_STANDARD_QUEUE,ES-FEAT-INCIDENT-014,regulatory reporting,"Incidents, emergency, welfare, and biosecurity",CRITICAL:8,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-014 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-INCIDENT-014,regulatory reporting,"Incidents, emergency, welfare, and biosecurity",CRITICAL:8,P0,Barn Manager;Trainer;Staff;Owner;Guardian;Rider;Veterinarian;Support,OPERATING_STANDARD_GAP,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-INCIDENT-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,OPERATIONS,DRAFT_OPERATING_STANDARD,Derived from revised structured row ES-FEAT-INCIDENT-014 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-EVENTS-001,event templates,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-001 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-EVENTS-001,event templates,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-001 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-EVENTS-001,event templates,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-001 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-EVENTS-001,event templates,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-001 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-EVENTS-002,entries,"Shows, events, travel, and transport",HIGH:6,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-002 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-EVENTS-002,entries,"Shows, events, travel, and transport",HIGH:6,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-002 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-EVENTS-002,entries,"Shows, events, travel, and transport",HIGH:6,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-002 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-EVENTS-002,entries,"Shows, events, travel, and transport",HIGH:6,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-002 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-EVENTS-003,divisions and classes,"Shows, events, travel, and transport",HIGH:12,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-003 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-EVENTS-003,divisions and classes,"Shows, events, travel, and transport",HIGH:12,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-003 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-EVENTS-003,divisions and classes,"Shows, events, travel, and transport",HIGH:12,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-003 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-EVENTS-003,divisions and classes,"Shows, events, travel, and transport",HIGH:12,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-003 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-EVENTS-004,ride times,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-004 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-EVENTS-004,ride times,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-004 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-EVENTS-004,ride times,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-004 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-EVENTS-004,ride times,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-004 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-EVENTS-005,group itineraries,"Shows, events, travel, and transport",HIGH:6,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-005 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-EVENTS-005,group itineraries,"Shows, events, travel, and transport",HIGH:6,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-005 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-EVENTS-005,group itineraries,"Shows, events, travel, and transport",HIGH:6,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-005 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-EVENTS-005,group itineraries,"Shows, events, travel, and transport",HIGH:6,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-005 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-EVENTS-006,horse transport,"Shows, events, travel, and transport",HIGH:12,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-006 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-EVENTS-006,horse transport,"Shows, events, travel, and transport",HIGH:12,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-006 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-EVENTS-006,horse transport,"Shows, events, travel, and transport",HIGH:12,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-006 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-EVENTS-006,horse transport,"Shows, events, travel, and transport",HIGH:12,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-006 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-EVENTS-007,rider transport,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-007 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
IMPLEMENTATION_VERIFICATION_QUEUE,ES-FEAT-EVENTS-007,rider transport,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-007 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
PIA_SUPPLEMENT_QUEUE,ES-FEAT-EVENTS-007,rider transport,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-007 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
RUNTIME_VERIFICATION_QUEUE,ES-FEAT-EVENTS-007,rider transport,"Shows, events, travel, and transport",HIGH:9,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-007 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
FOUNDER_DECISION_QUEUE,ES-FEAT-EVENTS-008,minor travel,"Shows, events, travel, and transport",CRITICAL:8,P0,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,PIA_SUPPLEMENT_CANDIDATE,IMPLEMENTED_UNVERIFIED,ES-FEAT-PLATFORM-001;ES-FEAT-EVENTS-001;ES-FEAT-IDENTITY-001;ES-FEAT-RELATIONSHIP-001;ES-FEAT-FINANCIAL-001;ES-FEAT-COMMUNICATIONS-001;ES-FEAT-TASKS-001;ES-FEAT-HORSE-001;ES-FEAT-CARE-001,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Derived from revised structured row ES-FEAT-EVENTS-008 after independent-review adjudication; evidence tier=KEYWORD_MATCH_ONLY.
