gap_id,feature_id,feature_name,product_domain,has_non_pia_governance_gap,primary_non_pia_gap_type,code_guide_gap,adr_gap,operating_standard_gap,runbook_gap,implementation_verification_gap,source_authority_gap,dependency_gap,conflict_gap,release_planning_gap,gap_severity,risk_severity,risk_score,governance_readiness_score,required_artifact_or_action,recommended_owner,recommended_next_action,founder_decision_required,closure_criteria,source_ids
GAP-ES-FEAT-MEDIA-002,ES-FEAT-MEDIA-002,images,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-LANDING;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-003,ES-FEAT-MEDIA-003,videos,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-004,ES-FEAT-MEDIA-004,documents,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-DOCUMENT-SIGNATURES;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-REPORTS;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-RF14-DOCUMENTS-SIGNATURES-STORAGE-CONSOLIDATION;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-HEALTHDOCUMENTS;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-PERSONALDASHBOARD;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-005,ES-FEAT-MEDIA-005,consent,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-STUDENT-GUARDIANS;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-006,ES-FEAT-MEDIA-006,visibility,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-HORSE-LEDGER;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-BUILD-NEXT-15C-B-BARN-VISIBILITY-POLICY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-ARENASCHEDULE;SRC-FRONTEND-PAGE-CARELEDGERTAB;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-PERSONALDASHBOARD;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-007,ES-FEAT-MEDIA-007,derivation,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-008,ES-FEAT-MEDIA-008,thumbnails,"Media, files, and digital assets",YES,CODE_GUIDE_GAP,YES,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,68,CODE_GUIDE,ARCHITECTURE,DRAFT_CODE_GUIDE,FDQ-006,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-009,ES-FEAT-MEDIA-009,OCR,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-010,ES-FEAT-MEDIA-010,search indexing,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-OWNER-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ACCEPTINVITE;SRC-FRONTEND-PAGE-ADMINBILLINGDASHBOARD;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-EMERGENCYCONTACTS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-011,ES-FEAT-MEDIA-011,attachment lifecycle,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-REVIEW-QUEUE-AND-LIFECYCLE;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-012,ES-FEAT-MEDIA-012,media removal,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-DOCUMENT-SIGNATURES;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-FRONTEND-PAGE-ROLEINTAKE;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-013,ES-FEAT-MEDIA-013,transfer,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-014,ES-FEAT-MEDIA-014,export,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BACKLOG;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-BACKEND-TEST-TEST-RF12-BILLING-PAYMENTS-EXPORTS-FINANCIAL-TRUTH;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-DASHBOARDRESOLVER;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-015,ES-FEAT-MEDIA-015,retention,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
GAP-ES-FEAT-MEDIA-016,ES-FEAT-MEDIA-016,holds,"Media, files, and digital assets",NO,NO_NON_PIA_GOVERNANCE_GAP,NO,NO,NO,NO,YES,YES,YES,NO,YES,P2,MEDIUM,8,74,PIA_SUPPLEMENT,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,FDQ-002,Founder disposition plus source-register update plus validator pass plus implementation/test/evidence gates where applicable,SRC-BACKEND-PERMISSION-MAP;SRC-BACKEND-ROUTE-BARN-OWNER-INTAKE;SRC-BACKEND-ROUTE-GUARDIAN-INTAKE;SRC-BACKEND-ROUTE-RIDER-PROFILE;SRC-BACKEND-ROUTE-STAFF-INTAKE;SRC-BACKEND-ROUTE-TRAINER-INTAKE;SRC-BACKEND-SERVER-ASSEMBLY;SRC-CANON-DATA-PROTECTION-CANON-V1.0;SRC-CANON-MEDIA-CANON-V2.1;SRC-CANON-PRIVACY-CANON-V2.0;SRC-CANON-RECORDS-CANON-V2.1;SRC-CODE-GUIDE-PROGRAM-STATUS;SRC-FOUNDER-DIRECTIVE;SRC-FRONTEND-APP-ROUTES;SRC-FRONTEND-PAGE-ADVANCEDREPORTS;SRC-FRONTEND-PAGE-FORMSSIGNATURES;SRC-FRONTEND-PAGE-MOBILEREADINESS;SRC-FRONTEND-PAGE-OWNERUPDATES;SRC-FRONTEND-PAGE-RIDERS;SRC-IMPLEMENTATION-ATLAS;SRC-MASTER-PRODUCT-VISION;SRC-PIA-COMPONENT-OWNERSHIP;SRC-PIA-PORTFOLIO-TEN;SRC-PIA-REALIGNMENT-REGISTER;SRC-ROLE-PERMISSION-MATRIX;SRC-FOUNDER-REVISION-DIRECTIVE-2026-08-01
