supplement_id,feature_id,feature_name,product_domain,parent_pia_ids,affected_personas,risk_severity,risk_score,governance_readiness_score,recommended_owner,recommended_next_action,mapping_basis
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-010,waste,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-011,reordering,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-07-INVENTORY-ASSETS,ES-FEAT-INVENTORY-012,vendor records,Inventory and assets,PIA-07;PIA-02,Barn Manager;Staff;Trainer;Facility Owner;Veterinarian;Farrier,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-001,event templates,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-002,entries,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-003,divisions and classes,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-004,ride times,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-005,group itineraries,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-006,horse transport,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-007,rider transport,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-008,minor travel,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-009,lodging,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-010,guardian approval,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-011,location sharing,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-012,veterinary documentation,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-013,schedule changes,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-08-EVENTS-TRAVEL,ES-FEAT-EVENTS-014,cancellation,"Shows, events, travel, and transport",PIA-08;PIA-06;PIA-03,Trainer;Rider;Guardian;Owner;Barn Manager;Staff;Transporter,HIGH,12,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-001,uploads,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-002,images,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-003,videos,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-004,documents,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-005,consent,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-006,visibility,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-007,derivation,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-009,OCR,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-010,search indexing,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-011,attachment lifecycle,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-012,media removal,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-013,transfer,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-014,export,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-015,retention,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
DOC-SUP-PIA-10-MEDIA-FILES,ES-FEAT-MEDIA-016,holds,"Media, files, and digital assets",PIA-10;PIA-04;PIA-07,Owner;Guardian;Trainer;Barn Manager;Staff;Veterinarian;Support,MEDIUM,8,74,GOVERNANCE,DRAFT_PIA_SUPPLEMENT,Current row has PIA supplement candidate state and a bounded supplement document identifier; adoption is not inferred.
