path,line,matched_terms,assertion_excerpt,classification,rationale
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,552,ADOPTED,"CGP005-EXCL-ES-CG-13-0551,ES-CG-13,CGSRC-GOV-0001,C0 Phase C Source Evidence Inventory,docs/canon/registries/C0_PHASE_C_SOURCE_EVIDENCE_INVENTORY.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or ret",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,553,ADOPTED,"CGP005-EXCL-ES-CG-13-0552,ES-CG-13,CGSRC-GOV-0006,Domain Owner and Steward Registry,docs/canon/registries/DOMAIN_OWNER_AND_STEWARD_REGISTRY.md,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retained-",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,554,ADOPTED,"CGP005-EXCL-ES-CG-13-0553,ES-CG-13,CGSRC-GOV-0015,ffe9f3bb67ef2d8709fc85d3c275b1793121741f285db065d244286442e938bf  .github/CODEOWNERS,docs/governance_v1_0/GLOBAL_GOVERNANCE_V1_0_SHA256SUMS.txt,SUPPORTING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,555,ADOPTED,"CGP005-EXCL-ES-CG-13-0554,ES-CG-13,CGSRC-GOV-0019,Master Barn Lifecycle V3 1 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implemen",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,556,ADOPTED,"CGP005-EXCL-ES-CG-13-0555,ES-CG-13,CGSRC-GOV-0020,MASTER BARN LIFECYCLE,docs/canon/adopted_sources/MASTER_BARN_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retaine",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,557,ADOPTED,"CGP005-EXCL-ES-CG-13-0556,ES-CG-13,CGSRC-GOV-0021,Master Business Lifecycle V2 1 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, ",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,558,ADOPTED,"CGP005-EXCL-ES-CG-13-0557,ES-CG-13,CGSRC-GOV-0022,MASTER BUSINESS LIFECYCLE,docs/canon/adopted_sources/MASTER_BUSINESS_LIFECYCLE_V2_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,559,ADOPTED,"CGP005-EXCL-ES-CG-13-0558,ES-CG-13,CGSRC-GOV-0023,""MASTER CLAIMS, DISPUTES, AND AUTHORITY MODEL"",docs/canon/adopted_sources/MASTER_CLAIMS_DISPUTES_AND_AUTHORITY_MODEL_V2_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, p",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,560,ADOPTED,"CGP005-EXCL-ES-CG-13-0559,ES-CG-13,CGSRC-GOV-0024,""MASTER COMMUNICATION, NOTIFICATION, AND NOTICE MODEL"",docs/canon/adopted_sources/MASTER_COMMUNICATION_NOTIFICATION_AND_NOTICE_MODEL_V2_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, i",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,561,ADOPTED,"CGP005-EXCL-ES-CG-13-0560,ES-CG-13,CGSRC-GOV-0025,Master Configuration And Feature Flag Governance Model V2 0 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting ide",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,562,ADOPTED,"CGP005-EXCL-ES-CG-13-0561,ES-CG-13,CGSRC-GOV-0026,EQUINESYNC,docs/canon/adopted_sources/MASTER_CONFIGURATION_AND_FEATURE_FLAG_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementatio",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,563,ADOPTED,"CGP005-EXCL-ES-CG-13-0562,ES-CG-13,CGSRC-GOV-0027,""MASTER DATA PROTECTION, ENCRYPTION, AND KEY MANAGEMENT MODEL"",docs/canon/adopted_sources/MASTER_DATA_PROTECTION_ENCRYPTION_AND_KEY_MANAGEMENT_MODEL_V1_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concr",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,564,ADOPTED,"CGP005-EXCL-ES-CG-13-0563,ES-CG-13,CGSRC-GOV-0028,Master Developer Platform And Integration Governance Model V2 0 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later draf",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,565,ADOPTED,"CGP005-EXCL-ES-CG-13-0564,ES-CG-13,CGSRC-GOV-0029,""MASTER DEVELOPER, PLATFORM, AND INTEGRATION GOVERNANCE MODEL V2.0"",docs/canon/adopted_sources/MASTER_DEVELOPER_PLATFORM_AND_INTEGRATION_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a ",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,566,ADOPTED,"CGP005-EXCL-ES-CG-13-0565,ES-CG-13,CGSRC-GOV-0030,Master Ecosystem Model V2 1 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implem",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,567,ADOPTED,"CGP005-EXCL-ES-CG-13-0566,ES-CG-13,CGSRC-GOV-0031,MASTER ECOSYSTEM MODEL,docs/canon/adopted_sources/MASTER_ECOSYSTEM_MODEL_V2_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retai",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,568,ADOPTED,"CGP005-EXCL-ES-CG-13-0567,ES-CG-13,CGSRC-GOV-0032,""Master Equine Health, Welfare, Medical Record, and Clinical Support Model V1.1"",docs/canon/adopted_sources/MASTER_EQUINE_HEALTH_WELFARE_MEDICAL_RECORD_AND_CLINICAL_SUPPORT_MODEL_V1_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if lat",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,569,ADOPTED,"CGP005-EXCL-ES-CG-13-0568,ES-CG-13,CGSRC-GOV-0033,Master Facility Domain Model V2 1 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_FACILITY_DOMAIN_MODEL_V2_1_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, proven",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,570,ADOPTED,"CGP005-EXCL-ES-CG-13-0569,ES-CG-13,CGSRC-GOV-0034,MASTER FACILITY DOMAIN MODEL,docs/canon/adopted_sources/MASTER_FACILITY_DOMAIN_MODEL_V2_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-eviden",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,571,ADOPTED,"CGP005-EXCL-ES-CG-13-0570,ES-CG-13,CGSRC-GOV-0035,Master Horse Lifecycle V3 1 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implem",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,572,ADOPTED,"CGP005-EXCL-ES-CG-13-0571,ES-CG-13,CGSRC-GOV-0036,MASTER HORSE LIFECYCLE,docs/canon/adopted_sources/MASTER_HORSE_LIFECYCLE_V3_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-evidence, or retai",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,573,ADOPTED,"CGP005-EXCL-ES-CG-13-0572,ES-CG-13,CGSRC-GOV-0037,""MASTER MEDIA, FILES, AND DIGITAL ASSET GOVERNANCE MODEL V2.1"",docs/canon/adopted_sources/MASTER_MEDIA_FILES_AND_DIGITAL_ASSET_GOVERNANCE_MODEL_V2_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete a",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,574,ADOPTED,"CGP005-EXCL-ES-CG-13-0573,ES-CG-13,CGSRC-GOV-0038,""title: """"MASTER MINOR, GUARDIANSHIP, SAFEGUARDING, AND PROTECTED PARTICIPANT MODEL V1.2"""""",docs/canon/adopted_sources/MASTER_MINOR_GUARDIANSHIP_SAFEGUARDING_AND_PROTECTED_PARTICIPANT_MODEL_V1_2_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate ",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,575,ADOPTED,"CGP005-EXCL-ES-CG-13-0574,ES-CG-13,CGSRC-GOV-0039,MASTER PERMISSION AND ACCESS-CONTROL MODEL,docs/canon/adopted_sources/MASTER_PERMISSION_AND_ACCESS_CONTROL_MODEL_V1_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, prove",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,576,ADOPTED,"CGP005-EXCL-ES-CG-13-0575,ES-CG-13,CGSRC-GOV-0040,Master Platform Extensibility And Plugin Governance Model V2 0 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafti",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,577,ADOPTED,"CGP005-EXCL-ES-CG-13-0576,ES-CG-13,CGSRC-GOV-0041,MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0,docs/canon/adopted_sources/MASTER_PLATFORM_EXTENSIBILITY_AND_PLUGIN_GOVERNANCE_MODEL_V2_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concre",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,578,ADOPTED,"CGP005-EXCL-ES-CG-13-0577,ES-CG-13,CGSRC-GOV-0042,Master Platform Operations Reliability And Release Model V2 0 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,579,ADOPTED,"CGP005-EXCL-ES-CG-13-0578,ES-CG-13,CGSRC-GOV-0043,""MASTER PLATFORM OPERATIONS, RELIABILITY, AND RELEASE MODEL"",docs/canon/adopted_sources/MASTER_PLATFORM_OPERATIONS_RELIABILITY_AND_RELEASE_MODEL_V2_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete ",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,580,ADOPTED,"CGP005-EXCL-ES-CG-13-0579,ES-CG-13,CGSRC-GOV-0044,""MASTER PLATFORM RESILIENCE, BACKUP, AND RECOVERY OPERATIONAL MODEL"",docs/canon/adopted_sources/MASTER_PLATFORM_RESILIENCE_BACKUP_AND_RECOVERY_OPERATIONAL_MODEL_V1_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identi",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,581,ADOPTED,"CGP005-EXCL-ES-CG-13-0580,ES-CG-13,CGSRC-GOV-0045,MASTER RECORD STEWARDSHIP AND RETENTION MODEL,docs/canon/adopted_sources/MASTER_RECORD_STEWARDSHIP_AND_RETENTION_MODEL_V2_1_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation,",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,582,ADOPTED,"CGP005-EXCL-ES-CG-13-0581,ES-CG-13,CGSRC-GOV-0046,Master Search Discovery Ranking And Retrieval Model V2 0 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifie",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,583,ADOPTED,"CGP005-EXCL-ES-CG-13-0582,ES-CG-13,CGSRC-GOV-0047,EQUINESYNC,docs/canon/adopted_sources/MASTER_SEARCH_DISCOVERY_RANKING_AND_RETRIEVAL_MODEL_V2_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provenance, implementation-e",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,584,ADOPTED,"CGP005-EXCL-ES-CG-13-0583,ES-CG-13,CGSRC-GOV-0048,MASTER SECURITY INCIDENT RESPONSE AND DISCLOSURE MODEL,docs/canon/adopted_sources/MASTER_SECURITY_INCIDENT_RESPONSE_AND_DISCLOSURE_MODEL_V1_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authorit",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,585,ADOPTED,"CGP005-EXCL-ES-CG-13-0584,ES-CG-13,CGSRC-GOV-0049,Master Vendor Security And Supply Chain Model V2 0 Adopted Source.Docx,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.docx,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
governance/implementation/code-guides/guides/ES-CG-13/source-freeze/ES-CG-13_SOURCE_EXCLUSION_REGISTER.csv,586,ADOPTED,"CGP005-EXCL-ES-CG-13-0585,ES-CG-13,CGSRC-GOV-0050,Founder Approval and Authority Status,docs/canon/adopted_sources/MASTER_VENDOR_SECURITY_AND_SUPPLY_CHAIN_MODEL_V2_0_ADOPTED_SOURCE.md,CONTROLLING,ADOPTED_GOVERNANCE,REFERENCE_CORPUS_INDEXED_NOT_NORMATIVE,Retained in the non-normative Wave 1 reference corpus because it was mapped during CGP-003 but was not necessary under the guide-specific inclusion test.,""Re-evaluate only if later drafting identifies a concrete authority, interpretation, provena",OUT_OF_SCOPE_CONTEXT_ONLY,Classified by authority-reconciliation validator from path and assertion context.
