id,namespace,artifact_type,owning_document,current_state
SRC-1764,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1765,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1766,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1767,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1768,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1769,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1770,SRC,DRAFT_OR_CANDIDATE,MASTER_SOURCE_REGISTER,DRAFT_UNADOPTED
SRC-1771,SRC,DRAFT_OR_CANDIDATE,MASTER_SOURCE_REGISTER,DRAFT_UNADOPTED
SRC-1772,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1773,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1774,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1775,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1776,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1777,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1778,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1779,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1780,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1781,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1782,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1783,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1784,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1785,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1786,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1787,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1788,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1789,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1790,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1791,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1792,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1793,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1794,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1795,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1796,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1797,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1798,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1799,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1800,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1801,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1802,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1803,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1804,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1805,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1806,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1807,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1808,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1809,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1810,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1811,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1812,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1813,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1814,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1815,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1816,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1817,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1818,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1819,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1820,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1821,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1822,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1823,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1824,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1825,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1826,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1827,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1828,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1829,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1830,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1831,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1832,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1833,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1834,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1835,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1836,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1837,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1838,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1839,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1840,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1841,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1842,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1843,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1844,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1845,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1846,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1847,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1848,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1849,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1850,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1851,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1852,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1853,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1854,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1855,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1856,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1857,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1858,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1859,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1860,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1861,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1862,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1863,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1864,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1865,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1866,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1867,SRC,FOUNDER_DECISION_OR_APPROVED_SOURCE,MASTER_SOURCE_REGISTER,FOUNDER_APPROVED_SOURCE
SRC-1868,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1869,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1870,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1871,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1872,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1873,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1874,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1875,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1876,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1877,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1878,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1879,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1880,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1881,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1882,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1883,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1884,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1885,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1886,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1887,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1888,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1889,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1890,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1891,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1892,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1893,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1894,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1895,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1896,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1897,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1898,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1899,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1900,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1901,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1902,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1903,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1904,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1905,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1906,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1907,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1908,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1909,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1910,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1911,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1912,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1913,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1914,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1915,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1916,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1917,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1918,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1919,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1920,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1921,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1922,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1923,SRC,LOCK_RECORD,MASTER_SOURCE_REGISTER,LOCKED
SRC-1924,SRC,LOCK_RECORD,MASTER_SOURCE_REGISTER,LOCKED
SRC-1925,SRC,REPOSITORY_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1926,SRC,REPOSITORY_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1927,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1928,SRC,REPOSITORY_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1929,SRC,REPOSITORY_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1930,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1931,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1932,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1933,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1934,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1935,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1936,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1937,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1938,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1939,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1940,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1941,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1942,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1943,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1944,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1945,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1946,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1947,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1948,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1949,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1950,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1951,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1952,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1953,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1954,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1955,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1956,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1957,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1958,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1959,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1960,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1961,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1962,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1963,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1964,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1965,SRC,CONSTITUTIONAL_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1966,SRC,MANIFEST_OR_CHECKSUM_LEDGER,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1967,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1968,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
SRC-1969,SRC,IMPLEMENTATION_GOVERNANCE_SOURCE,MASTER_SOURCE_REGISTER,PROTECTED_CURRENT
