crosswalk_id,guide_id,source_id,source_class,authority_status,inclusion_category,mapping_type,coverage_note,source_freeze_record_id,freeze_manifest_path,readiness_effect
CGP005-XW-00126,ES-CG-10,CGSRC-TEST-0002,TEST_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0018,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00127,ES-CG-10,CGSRC-TEST-0004,TEST_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0019,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00128,ES-CG-10,CGSRC-REPO-0629,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0020,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00129,ES-CG-10,CGSRC-EXT-0002,EXTERNAL_STANDARD,SUPPORTING,SUPPORTING_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0021,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00130,ES-CG-10,CGSRC-CGP005-0007,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0022,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00131,ES-CG-10,CGSRC-CGP005-0008,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0023,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00132,ES-CG-10,CGSRC-CGP005-0009,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0024,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00133,ES-CG-10,CGSRC-CGP005-0205,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0025,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00134,ES-CG-10,CGSRC-CGP005-0206,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0026,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00135,ES-CG-10,CGSRC-CGP005-0207,TEST_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0027,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00136,ES-CG-10,CGSRC-CGP005-0208,TEST_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0028,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00137,ES-CG-10,CGSRC-CGP005-0209,REPOSITORY_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0029,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00138,ES-CG-10,CGSRC-CGP005-0210,TEST_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0030,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
CGP005-XW-00139,ES-CG-10,CGSRC-CGP005-0211,TEST_EVIDENCE,SUPPORTING,IMPLEMENTATION_EVIDENCE_FROZEN,SUPPORTING,testing;verification;assurance;positive_negative_tests;ci_interpretation;false_pass_prevention,CGP005-NF-ES-CG-10-0031,governance/implementation/code-guides/guides/ES-CG-10/source-freeze/ES-CG-10_SOURCE_FREEZE_MANIFEST.json,SUPPORTS_FOUNDER_REVIEW_NOT_CGP006_READY
