cluster_id,source_path,preferred_canonical_representation,exact_byte_identity,counterpart_or_derivative,content_differs,controlling_version,archive_treatment,other_copies_usable
T1R2-SRC-CLUSTER-061,governance/pia/items/07_care_operations/reports/ITEM_07_CARE_FORMAL_FINDING_TREATMENT_AND_INTEGRATION_READINESS_REPORT.md,governance/pia/items/07_care_operations/reports/ITEM_07_CARE_FORMAL_FINDING_TREATMENT_AND_INTEGRATION_READINESS_REPORT.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-061,governance/pia/items_07_10_integration/reports/ITEM_07_CARE_FORMAL_FINDING_TREATMENT_AND_INTEGRATION_READINESS_REPORT.md,governance/pia/items/07_care_operations/reports/ITEM_07_CARE_FORMAL_FINDING_TREATMENT_AND_INTEGRATION_READINESS_REPORT.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-062,governance/pia/items/08_lessons_training_rider_guardian/founder_disposition/ITEM_08_LTRG_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,governance/pia/items/08_lessons_training_rider_guardian/founder_disposition/ITEM_08_LTRG_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-062,governance/pia/items_07_10_integration/founder_disposition_batch/EquineSync_PIA_Items_07_10_Founder_Disposition_Batch_EXECUTED_2026-07-24/ITEM_08_LTRG_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,governance/pia/items/08_lessons_training_rider_guardian/founder_disposition/ITEM_08_LTRG_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-063,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/HISTORICAL_DIRECTIVE/CODEX_DIRECTIVE_ITEM_07_HISTORICAL.md,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/HISTORICAL_DIRECTIVE/CODEX_DIRECTIVE_ITEM_07_HISTORICAL.md,YES,exact duplicate,NO,V0.2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-063,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/HISTORICAL_ITEM_07_BLOCKED_INTAKE/EXTRACTED/EquineSync_Item_07_LTRG_PIA_V0_2_Codex_Handoff/CODEX_DIRECTIVE.md,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/HISTORICAL_DIRECTIVE/CODEX_DIRECTIVE_ITEM_07_HISTORICAL.md,YES,exact duplicate,NO,V0.2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-064,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (1).md,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (1).md,YES,exact duplicate,NO,V0.2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-064,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (1).md,YES,exact duplicate,NO,V0.2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-064,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/R15_REPEAT_UPLOAD/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (2).md,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE (1).md,YES,exact duplicate,NO,V0.2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-065,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md (1).sha256,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md (1).sha256,YES,exact duplicate,NO,V0.2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-065,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md (2).sha256,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md (1).sha256,YES,exact duplicate,NO,V0.2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-065,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md.sha256,governance/pia/items/08_lessons_training_rider_guardian/source_package/EquineSync_Item_08_LTRG_Canonical_Remediation_Package_2026-07-23/ITEM_08_LTRG_V0_2_1_CANONICAL_REMEDIATION_PACKAGE/HISTORICAL_ITEM_07_LTRG_EVIDENCE_PRESERVED/REMEDIATION_DIRECTIVES/EquineSync_Item_08_LTRG_PIA_V0_2_1_Canonical_Remediation_CODEX_DIRECTIVE.md (1).sha256,YES,exact duplicate,NO,V0.2.1,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-066,governance/pia/items/09_billing_payments_financial_operations/founder_disposition/ITEM_09_BPF_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,governance/pia/items/09_billing_payments_financial_operations/founder_disposition/ITEM_09_BPF_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-066,governance/pia/items_07_10_integration/founder_disposition_batch/EquineSync_PIA_Items_07_10_Founder_Disposition_Batch_EXECUTED_2026-07-24/ITEM_09_BPF_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,governance/pia/items/09_billing_payments_financial_operations/founder_disposition/ITEM_09_BPF_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-067,governance/pia/items/10_owner_portal_communications_archival_only/founder_disposition/ITEM_10_OPC_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,governance/pia/items/10_owner_portal_communications_archival_only/founder_disposition/ITEM_10_OPC_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-067,governance/pia/items_07_10_integration/founder_disposition_batch/EquineSync_PIA_Items_07_10_Founder_Disposition_Batch_EXECUTED_2026-07-24/ITEM_10_OPC_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,governance/pia/items/10_owner_portal_communications_archival_only/founder_disposition/ITEM_10_OPC_FOUNDER_DISPOSITION_RECORD_EXECUTED.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-068,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_CANONICAL_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_CANONICAL_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
T1R2-SRC-CLUSTER-068,governance/pia/items_07_10_integration/prior_receipts_and_plans/PIA_CANONICAL_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,governance/pia/items_01_06_10_remediation/prior_audits_and_plans/PIA_CANONICAL_REPOSITORY_INTEGRATION_BLOCKED_RECEIPT.md,YES,exact duplicate,NO,VERSION_NOT_DECLARED,retain duplicate unless Founder source-control hierarchy directs cleanup,usable only with duplicate context
