requirement_id,requirement_text,controlling_source,source_path,source_locator,source_version,source_version_declaration_state,authority_state,requirement_type,original_requirement_type_claim,iso29148_characteristic_check,requirement_status,backward_trace_state,design_tier_state,product_domain,affected_actors,affected_data,safeguarding_relevance,financial_relevance,privacy_relevance,health_or_welfare_relevance,implementation_path,candidate_symbol_identifier,symbol_resolution_state,implementation_summary,path_verification_state,discovery_method,verification_method,verification_commit,reviewer,review_date,requirement_satisfaction_analysis,known_divergence,candidate_test_file_id,test_case_identified,test_type,test_path,exact_test_or_assertion_locator,execution_command,execution_environment,execution_date,execution_commit,result,runtime_evidence,evidence_artifact,confidence,confidence_basis,gap_state,owner,next_action
T1R2-REQ-0040,All API request and response structures must use typed schemas.,ENGINEERING_RULES.md,docs/ENGINEERING_RULES.md,line 53,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0040,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_6c_document_request_foundation.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0041,Mobile Rules:** All pages must function cleanly on mobile.,ENGINEERING_RULES.md,docs/ENGINEERING_RULES.md,line 75,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0041,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_2b_mobile_screenshot_gate.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0042,"AI systems **must**: inspect architecture before coding, avoid duplicate systems, avoid creating alternative patterns, preserve existing behavior unless requested.",ENGINEERING_RULES.md,docs/ENGINEERING_RULES.md,line 90,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0042,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf6_canonical_systems_consolidation.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0043,"AI systems must **NOT**: create large rewrites without approval, introduce new architecture patterns arbitrarily, silently modify schemas.",ENGINEERING_RULES.md,docs/ENGINEERING_RULES.md,line 92,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0043,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf6_canonical_systems_consolidation.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0044,Record creation with required-field validation.,EquineSync Feature Backlog Foundations,docs/FEATURE_BACKLOG_FOUNDATIONS.md,line 113,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0045,Purpose: define the launch-critical field workflows that must be tested before EquineSync enters pilot or public launch. This matrix does not claim offline implementation unless source evidence exists.,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 5,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Technical Implementation,Governance steward; implementation reviewer,evidence records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0045,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf18_qa_uat_public_launch_readiness.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0046,"Launch materials must not claim full offline app support, universal cached",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 49,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,PROHIBITION,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:11Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0046,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf18_qa_uat_public_launch_readiness.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0047,Workflow | Current source evidence | Current status | Required launch behavior | Pilot requirement | Public launch requirement | Data sensitivity | Needs IndexedDB | Needs Service Worker | Needs server idempotency,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 60,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Governance steward; implementation reviewer,evidence records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0047,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_rf18_qa_uat_public_launch_readiness.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0048,"Task complete | `taskSync` queue and backend `client_completion_id` | Implemented narrow | Queue, retry, duplicate prevention, visible pending state | Required proof | Required proof | Staff/facility | Yes | Optional for web online shell | Yes",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 63,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Facility And Tenant,Staff,governance records,NO,NO,NO,NO,backend/task_engine.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0049,"Task skip/refuse | `taskSync` queue pattern | Partial | Queue, retry, reason preservation, duplicate prevention | Required proof | Required proof | Staff/facility | Yes | Optional for web online shell | Yes",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 64,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Facility And Tenant,Staff,governance records,NO,NO,NO,NO,backend/task_engine.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0050,"Bulk complete | Task sync surface exists, full proof not complete | Partial | Queue as atomic batch or itemized retry with review | Required proof | Required proof | Staff/facility | Yes | Optional | Yes",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 65,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Facility And Tenant,Staff,governance records,NO,NO,NO,NO,backend/task_engine.py,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0050,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_review_queue_and_lifecycle.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0051,My Work / staff assignments | No full offline read/write proof found | Online-only | Either online-only founder acceptance or last-known-good cache | Required decision | Required evidence | Staff/facility | If offline | Optional | If queued,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 66,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,Facility And Tenant,Founder; Staff,evidence records,NO,NO,NO,NO,frontend/src/pages/admin/AdminFacilityDrawer.jsx,PATH_LEVEL_CANDIDATE_ONLY,SYMBOL_NOT_RESOLVED_PATH_LEVEL_ONLY,Candidate path identified by keyword/path review; not proof of satisfaction.,IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0051,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,MEDIUM,RUBRIC_L2_PATH_LOCATED_SYMBOL_UNRESOLVED_NO_EXECUTION,IMPLEMENTATION_AND_TEST_CANDIDATES_IDENTIFIED_NOT_EXECUTED,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0052,"Staff shift notes | QuickAddSheet may preserve draft, workflow-specific proof missing | Partial | Draft save, retry, no silent loss | Required proof | Required proof | Staff/internal | Yes | Optional | Yes if queued",Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 67,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,NORMATIVE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Staff,governance records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,,NO_NO_TEST_FILE_CANDIDATE,TEST_NOT_IDENTIFIED,,,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
T1R2-REQ-0053,Staff handoff notes | Workflow-specific offline proof missing | Online-only | Draft or accepted online-only limitation | Required decision | Required evidence | Staff/internal | If offline | Optional | If queued,Field Reliability Offline Matrix,docs/FIELD_RELIABILITY_OFFLINE_MATRIX.md,line 68,VERSION_NOT_DECLARED,NO_VERSION_STRING_PRESENT_IN_CONTROLLING_SOURCE,PROTECTED_REPOSITORY_BYTES_PRESENT,SOURCE_TEXT_CANDIDATE_NOT_VALIDATED,EVIDENCE_REQUIREMENT,NOT_PERFORMED,CANDIDATE_PENDING_29148_VALIDATION,NO_BACKWARD_TRACE_RECORDED_NO_IMPLEMENTATION_INDEX_EXISTS,NO_DESIGN_TIER_ARTIFACT_EXISTS_IN_THIS_PACKAGE,General Governance,Staff,evidence records,NO,NO,NO,NO,,,NO_CANDIDATE_PATH_NO_SYMBOL_TO_RESOLVE,No implementation candidate identified in protected tree.,NO_IMPLEMENTATION_CANDIDATE_LOCATED,static repository path and keyword scan,NOT_PERFORMED,1eb384d80daa700ba2e71ee42872cc9bba926332,Codex machine-assisted documentary review; not independent certification,2026-08-02T00:55:12Z,Requirement identified; satisfaction requires human/code review and executed evidence before closure.,UNKNOWN_UNTIL_IMPLEMENTATION_REVIEW_EXECUTED,T1R2-TEST-0053,NO_FILE_LEVEL_CANDIDATE_ONLY,EXISTING_STATIC_TEST_CANDIDATE,backend/tests/test_build_next_7a_staging_uat_evidence.py,FILE_LEVEL_CANDIDATE_ONLY,NOT_EXECUTED_BY_DOCUMENTARY_REVIEW,NOT_EXECUTED,,,NOT_EXECUTED,NOT_OBSERVED,,LOW,RUBRIC_L1_NO_IMPLEMENTATION_CANDIDATE_LOCATED,OPEN_EVIDENCE_GAP,FOUNDER_APPOINTMENT_REQUIRED,"Perform requirement-level implementation review, identify exact symbol/assertion, execute tests, and record runtime evidence where applicable."
