permitted_starting_state,permitted_next_state,permitted,required_authority,required_evidence,prohibited_transitions,reversal_rules,suspension_rules,supersession_rules,reactivation_rules,archival_rules,lifecycle_rule_class_id
ACCESSIONED,ACTIVE,YES,EXPLICIT_FOUNDER_OR_DELEGATED_AUTHORITY,SIGNED_OR_RECORDED_AUTHORITY_EVIDENCE,NOT_APPLICABLE_FOR_PERMITTED_TRANSITION,RESCISSION_OR_SUPERSESSION_EVIDENCE_REQUIRED,SUSPENSION_REQUIRES_EXPLICIT_NON_ACTIVE_EFFECT,SUCCESSOR_AND_EFFECTIVE_DATE_REQUIRED,REACTIVATION_REQUIRES_AUTHORITY_AND_EVIDENCE,RETAIN_AUTHORITY_CHAIN_AND_PRIOR_EFFECT,RULE_CLASS_FOUNDER_AUTHORITY
ACCESSIONED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACCESSIONED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACCESSIONED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,DRAFT_UNMERGED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_DRAFT_UNMERGED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,LOCKED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_LOCKED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,ACCESSIONED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_ACCESSIONED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,ACTIVE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_ACTIVE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,SUSPENDED,YES,DOCUMENTARY_DRAFTING_OR_REVIEW_AUTHORITY,DRAFT_OR_REVIEW_PACKAGE_RECORD,NOT_APPLICABLE_FOR_PERMITTED_TRANSITION,RETURN_TO_REMEDIATION_OR_REJECTION_REQUIRES_REVIEW_DISPOSITION,NOT_ACTIVE_STATE_HAS_NO_SUSPENSION_EFFECT,SUCCESSOR_PACKAGE_OR_DOCUMENTED_BASIS_REQUIRED,NOT_APPLICABLE_UNTIL_ACTIVE_STATE,RETAIN_PREDECESSOR_AS_HISTORICAL_RECORD,RULE_CLASS_FORWARD_DRAFTING
ACTIVE,SUPERSEDED,YES,SUPERSESSION_OR_RETENTION_BASIS,SUCCESSOR_OR_HISTORICAL_RETENTION_RECORD,NOT_APPLICABLE_FOR_PERMITTED_TRANSITION,REOPENING_REQUIRES_NEW_EVIDENCE_OR_ERROR_RECORD,NOT_APPLICABLE_HISTORICAL_RECORD_HAS_NO_ACTIVE_EFFECT,SUCCESSOR_REFERENCE_REQUIRED,REACTIVATION_REQUIRES_NEW_AUTHORITY_NOT_HISTORY_ALONE,PRESERVE_PRIOR_TRUTH_WITHOUT_PRESENT_CONTROL,RULE_CLASS_HISTORICAL_OR_SUPERSEDED
ACTIVE,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
ACTIVE,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,ACTIVE_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,DRAFT_UNMERGED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_DRAFT_UNMERGED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,LOCKED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_LOCKED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,ACCESSIONED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_ACCESSIONED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,ACTIVE,YES,EXPLICIT_FOUNDER_OR_DELEGATED_AUTHORITY,SIGNED_OR_RECORDED_AUTHORITY_EVIDENCE,NOT_APPLICABLE_FOR_PERMITTED_TRANSITION,RESCISSION_OR_SUPERSESSION_EVIDENCE_REQUIRED,SUSPENSION_REQUIRES_EXPLICIT_NON_ACTIVE_EFFECT,SUCCESSOR_AND_EFFECTIVE_DATE_REQUIRED,REACTIVATION_REQUIRES_AUTHORITY_AND_EVIDENCE,RETAIN_AUTHORITY_CHAIN_AND_PRIOR_EFFECT,RULE_CLASS_FOUNDER_AUTHORITY
SUSPENDED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,HISTORICAL_RETAINED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_HISTORICAL_RETAINED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUSPENDED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUSPENDED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,DRAFT_UNMERGED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_DRAFT_UNMERGED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,LOCKED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_LOCKED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,ACCESSIONED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_ACCESSIONED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,ACTIVE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_ACTIVE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,SUSPENDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_SUSPENDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,SUPERSEDED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_SUPERSEDED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
SUPERSEDED,HISTORICAL_RETAINED,YES,SUPERSESSION_OR_RETENTION_BASIS,SUCCESSOR_OR_HISTORICAL_RETENTION_RECORD,NOT_APPLICABLE_FOR_PERMITTED_TRANSITION,REOPENING_REQUIRES_NEW_EVIDENCE_OR_ERROR_RECORD,NOT_APPLICABLE_HISTORICAL_RECORD_HAS_NO_ACTIVE_EFFECT,SUCCESSOR_REFERENCE_REQUIRED,REACTIVATION_REQUIRES_NEW_AUTHORITY_NOT_HISTORY_ALONE,PRESERVE_PRIOR_TRUTH_WITHOUT_PRESENT_CONTROL,RULE_CLASS_HISTORICAL_OR_SUPERSEDED
SUPERSEDED,BLOCKED_EVIDENCE_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,SUPERSEDED_TO_BLOCKED_EVIDENCE_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,CANDIDATE,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_CANDIDATE,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,DRAFT_UNMERGED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_DRAFT_UNMERGED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,FOUNDER_REVIEW_READY,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_FOUNDER_REVIEW_READY,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,REMEDIATION_REQUIRED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_REMEDIATION_REQUIRED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,REJECTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_REJECTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
HISTORICAL_RETAINED,ADOPTED,NO,NOT_APPLICABLE_PROHIBITED_TRANSITION,PROHIBITED_TRANSITION_RECORD,HISTORICAL_RETAINED_TO_ADOPTED,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,NOT_APPLICABLE_FOR_PROHIBITED_TRANSITION,RETAIN_HISTORICAL_PROHIBITION_RECORD_ONLY,RULE_CLASS_PROHIBITED_TRANSITION
