source_id,repository_path,document_or_record_id,authority_class,source_status,conflict_or_supersession_treatment,continuing_statements
SFCA-SRC-0035,governance/implementation/code-guides/registers/CODE_GUIDE_VERSION_REGISTER.csv,CODE_GUIDE_VERSION_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0036,governance/implementation/code-guides/registers/CODE_GUIDE_FINDING_REGISTER.csv,CODE_GUIDE_FINDING_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0037,governance/implementation/code-guides/registers/GUIDE_REVIEW_FINDING_REGISTER.csv,GUIDE_REVIEW_FINDING_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0038,governance/implementation/code-guides/registers/CODE_GUIDE_CONTROL_REGISTER.csv,CODE_GUIDE_CONTROL_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0039,governance/implementation/code-guides/registers/CODE_GUIDE_INVARIANT_REGISTER.csv,CODE_GUIDE_INVARIANT_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0040,governance/implementation/code-guides/registers/CONTROL_TO_VERIFICATION_REGISTER.csv,CONTROL_TO_VERIFICATION_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0041,governance/implementation/code-guides/registers/CODE_GUIDE_DEPENDENCY_REGISTER.csv,CODE_GUIDE_DEPENDENCY_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0042,governance/implementation/code-guides/registers/GUIDE_WAIVER_AND_EXCEPTION_REGISTER.csv,GUIDE_WAIVER_AND_EXCEPTION_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0043,governance/implementation/code-guides/registers/EVIDENCE_RETENTION_REGISTER.csv,EVIDENCE_RETENTION_REGISTER,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0044,governance/implementation/code-guides/validation/validate_activation_records.py,validate_activation_records.py,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0045,governance/implementation/code-guides/validation/validate_repository_authority_alignment.py,validate_repository_authority_alignment.py,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0046,governance/implementation/code-guides/validation/validate_portfolio_consistency.py,validate_portfolio_consistency.py,SUPPORTING,supporting,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
SFCA-SRC-0047,governance/implementation/code-guides/drafting/CGP-006/WAVE_1_V1_1_GUIDE_COMPLETION_AND_ADOPTION_CANDIDATE_PREPARATION/guides/ES-CG-00/ES-CG-00_V1_1_ADOPTION_CANDIDATE.md,ES-CG-00,CONTROLLING_ADOPTED_GUIDE_BYTES,incorporated,CURRENT_CONTROLLING_OR_SUPPORTING_AS_CLASSIFIED; historical records preserved and not rewritten.,PROGRAM_PLAN_V1_1_CONTROLLING;SOLO_FOUNDER_COMPENSATING_ASSURANCE_DETERMINATION_CONTROLLING;FOUNDER_SOLO_COMPENSATING_ASSURANCE_MODEL_APPLIES;EQUINESYNC_IS_A_SOLO_FOUNDER_PROJECT;FOUNDER_DOMAIN_OWNER_REVIEW_IS_NOT_INDEPENDENT;FOUNDER_TECHNICAL_GOVERNANCE_REVIEW_IS_NOT_INDEPENDENT;MACHINE_ASSISTED_REVIEW_IS_NOT_INDEPENDENT_HUMAN_REVIEW;NO_INDEPENDENT_HUMAN_TECHNICAL_REVIEW_PERFORMED;NO_THIRD_PARTY_TECHNICAL_CERTIFICATION_CLAIMED;NO_THIRD_PARTY_DOMAIN_CERTIFICATION_CLAIMED;OBJECTIVE_TEST_AND_EVIDENCE_GATES_REQUIRED;FOUNDER_RESIDUAL_RISK_ACCEPTANCE_REQUIRED;GAP_0004_REMAINS_OPEN;NO_SILENT_FINDING_CLOSURE;NO_SILENT_WARNING_CLOSURE;NO_SILENT_CONDITION_CLOSURE;STAGE_24_GUIDE_ACTIVATION_NOT_AUTHORIZED;ES_CG_00_REMAINS_NOT_ACTIVE;ES_CG_01_REMAINS_NOT_ACTIVE;ES_CG_10_REMAINS_NOT_ACTIVE;ES_CG_13_REMAINS_NOT_ACTIVE;NO_ACTIVATION_EFFECTIVE_DATE_ESTABLISHED;REPOSITORY_SPECIFIC_IMPLEMENTATION_MAPPING_NOT_AUTHORIZED;IMPLEMENTATION_NOT_AUTHORIZED;DEPLOYMENT_NOT_AUTHORIZED;PILOT_NOT_AUTHORIZED;PRODUCTION_NOT_AUTHORIZED;WAVE_2_NOT_AUTHORIZED;CGP_007_NOT_AUTHORIZED;DRAFT_PR_OPEN_UNMERGED_PENDING_FOUNDER_STAGE_24_DISPOSITION
